0 12/05/2023 11:04:11 AM	 But I don’t talk there ever anyway 
0 12/05/2023 11:09:33 AM	 Hello who are we ignoring 
1 12/05/2023 11:11:44 AM	 acting like you didn’t leave me on delivered for 2 whole hours… 
0 12/05/2023 11:11:53 AM	 OK CAUSE NY PHONE WAS BEING RETARDED
0 12/05/2023 11:11:59 AM	 Don’t catch an attitude with me….
1 12/05/2023 11:13:17 AM	 didn’t you literally just get a new phone 
0 12/05/2023 11:13:37 AM	 Oh Yea howd u know
0 12/05/2023 11:13:41 AM	 Anyway
0 12/05/2023 11:14:04 AM	 I nee tonfinish packing my stuff
1 12/05/2023 11:15:06 AM	 you told me 
1 12/05/2023 11:15:14 AM	 what time is you *****
0 12/05/2023 11:15:27 AM	 ???…
0 12/05/2023 11:15:30 AM	 SPEAK ENGLISH
1 12/05/2023 11:15:51 AM	 IL GOBBA QUE ECT U ÑSTWR
0 12/05/2023 11:16:36 AM	 If u can’t read that then ur r*******
1 12/05/2023 11:16:47 AM	 nigga…
1 12/05/2023 11:16:54 AM	 what time is your flight 
1 12/05/2023 11:19:10 AM	 hello??
0 12/05/2023 11:20:11 AM	 HELLO????????
0 12/05/2023 11:20:13 AM	 MMFAOOOO
0 12/05/2023 11:20:14 AM	 HELP ME
0 12/05/2023 11:20:18 AM	 Um
0 12/05/2023 11:20:53 AM	 Ok so apparently my flight was at 
0 12/05/2023 11:20:59 AM	 Oh ok nevermind 
1 12/05/2023 11:21:12 AM	 what
0 12/05/2023 11:21:14 AM	 It’s at 12:40 pm
0 12/05/2023 11:21:22 AM	 And right now its 10
1 12/05/2023 11:21:32 AM	 oh
0 12/05/2023 11:21:38 AM	 At what time am I gonna be tjere 
0 12/05/2023 11:21:41 AM	 ????
1 12/05/2023 11:21:48 AM	 check online 
0 12/05/2023 11:22:36 AM	 What the hell why is it so late
0 12/05/2023 11:22:46 AM	 I thought maybe like 3 o clock
0 12/05/2023 11:23:55 AM	 Ok anyway
0 12/05/2023 11:24:03 AM	 Are we mad today…
1 12/05/2023 07:19:24 AM	 yes ah
1 12/05/2023 07:19:27 AM	 yeah
1 12/05/2023 07:19:35 AM	 Adri can i ask you something 
1 12/05/2023 07:22:36 AM	 ADRI COME HERE
0 12/05/2023 07:25:13 AM	 Yes así
0 12/05/2023 07:25:18 AM	 Así
0 12/05/2023 07:25:23 AM	 ASK
1 12/05/2023 07:28:03 AM	 ok so 
1 12/05/2023 07:28:20 AM	 when i kicked u out of the yare gc why did you make another one without me 
1 12/05/2023 07:28:31 AM	 and why did you lie about it when i asked you if you had made another one?!
0 12/05/2023 07:28:50 AM	 O didbt Malenita
0 12/05/2023 07:29:01 AM	 IL GOBBA QUE ECT U ÑSTWR
0 12/05/2023 07:29:11 AM	 Bye❤️
1 12/05/2023 07:29:16 AM	 WHAT
1 12/05/2023 07:29:22 AM	 in english please 
1 12/05/2023 07:29:34 AM	 are you having a stroke??????
0 12/05/2023 07:29:39 AM	 O cabe
0 12/05/2023 07:29:48 AM	 I CABR
0 12/05/2023 07:29:54 AM	 HROP
1 12/05/2023 07:30:09 AM	 are you retarded?
0 12/05/2023 07:30:27 AM	 Un don a rece hoy
0 12/05/2023 07:30:36 AM	 BYR Myw
0 12/05/2023 07:30:41 AM	  Golf te
0 12/05/2023 07:30:49 AM	 GOODBTE
1 12/05/2023 07:30:57 AM	 adri did one of your baby cousins take your phone?
1 12/05/2023 07:31:01 AM	 are you ok?
0 12/05/2023 07:31:10 AM	 Im pk
1 12/05/2023 07:31:19 AM	 CAN YOU TYPE NORMALLY 
0 12/05/2023 07:31:21 AM	 Ina rece y maree
0 12/05/2023 07:31:28 AM	 I CANT MATEO
1 12/05/2023 07:31:48 AM	 i’m a race y me ree?
1 12/05/2023 07:31:58 AM	 send voice notes then
0 12/05/2023 07:32:00 AM	 NO
0 12/05/2023 07:32:11 AM	 Pido un fin a texto hoy larrer
0 12/05/2023 07:32:16 AM	  Oh my god
0 12/05/2023 07:32:23 AM	 WHY ID IR IN DLANISH
1 12/05/2023 07:32:52 AM	 i put an end to the text today yesterday???
1 12/05/2023 07:33:13 AM	 Adri you’re making me think you’re acting like a retard so you can avoid the question 
1 12/05/2023 07:42:42 AM	 ok Adri i don’t know what’s gotten into you 
1 12/05/2023 07:42:52 AM	 stop ignoring me rn
1 12/05/2023 08:13:50 AM	 are you mad at me
0 12/05/2023 09:37:19 AM	 IM NOG
0 12/05/2023 09:37:21 AM	 HI
0 12/05/2023 09:37:22 AM	 HI
0 12/05/2023 09:37:27 AM	 Hello mateo
0 12/05/2023 09:37:31 AM	 Are we mad at me
1 12/05/2023 12:29:26 PM	 have you tried going outside 
0 12/05/2023 12:29:36 PM	 The adopted sibling couple at my schiol 
1 12/05/2023 12:29:49 PM	 oh yeah are you gonna go back to school 
1 12/05/2023 11:25:33 AM	 no
1 12/05/2023 11:25:37 AM	 why would i be 
0 12/05/2023 11:25:55 AM	 Are u sure..
1 12/05/2023 11:35:10 AM	 Loved Digital Touch Message
1 12/05/2023 11:38:46 AM	 how long are you staying there 
1 12/05/2023 11:43:41 AM	 ?
0 12/05/2023 11:45:36 AM	 I told myself at first like maybe just a week
0 12/05/2023 11:45:48 AM	 But then i thought about it and ima stay a bit longer
0 12/05/2023 11:46:01 AM	 Maybe until the 20th or something 
0 12/05/2023 11:46:10 AM	 But we’ll see!
1 12/05/2023 11:54:23 AM	 mhm 
1 12/05/2023 11:55:02 AM	 so are you just not living with your dad anymore 
0 12/05/2023 11:55:59 AM	 What’s funny 
0 12/05/2023 11:56:10 AM	 Not really 
0 12/05/2023 11:56:21 AM	 But maybe I’ll see him soon I don’t know 
1 12/05/2023 11:57:17 AM	 that’s crazy 
1 12/05/2023 11:57:42 AM	 you’re just wondering the world
1 12/05/2023 11:58:19 AM	 pow pow
0 12/05/2023 12:12:39 PM	 What in the hell
0 12/05/2023 12:12:44 PM	 WHY ARE YOU MAD AT ME 
0 12/05/2023 12:12:50 PM	 WHAT IS GOING ON
0 12/05/2023 12:12:56 PM	 CAN WE BE NORMAL FOR ONCE
1 12/05/2023 12:21:46 PM	 Adriiiiiiiii heyyyyy 😘😘
0 12/05/2023 12:22:50 PM	 Ok good finally
1 12/05/2023 12:22:56 PM	 why do you keep saying i’m mad all the time when i’m not
0 12/05/2023 12:22:59 PM	 Anyways
0 12/05/2023 12:23:03 PM	 What else is new!
1 12/05/2023 12:23:10 PM	 umm 
1 12/05/2023 12:23:58 PM	 also i think i have a cold 
0 12/05/2023 12:25:27 PM	 HAPPY BIRTHDAY!!!!!!!!!!!!!!!!!! 🎉👯‍♀️
0 12/05/2023 12:25:34 PM	 It’s ok I think I do too 
0 12/05/2023 12:25:53 PM	 What should I do today
0 12/05/2023 12:26:13 PM	 I kinda feel bad im ignoring this person but like its not my fault
0 12/05/2023 12:26:19 PM	 CAUSE UR NOT GONNA ANNOY ME ON MY OWN PHONE
1 12/05/2023 12:26:25 PM	 who 
0 12/05/2023 12:26:30 PM	 Yes im right. I can reply to whoever I wanna. 
0 12/05/2023 12:26:34 PM	 Right ??? ????
1 12/05/2023 12:26:37 PM	 yeah 
1 12/05/2023 12:26:45 PM	 except me you always gotta reply to me
0 12/05/2023 12:27:20 PM	 😂😂😂……..
0 12/05/2023 12:27:23 PM	 LMFAOOOOOO
0 12/05/2023 12:27:27 PM	 DONF MAKE ME LAUGH
0 12/05/2023 12:27:36 PM	 Funny one….😂
1 12/05/2023 12:27:44 PM	 you always do tho so….
0 12/05/2023 12:27:51 PM	 🖕🆖
0 12/05/2023 12:28:05 PM	 Mateo did you know
0 12/05/2023 12:28:08 PM	 Apparently 
0 12/05/2023 12:28:17 PM	 Mooses can jump
0 12/05/2023 12:28:23 PM	 Did you know that
0 12/05/2023 12:28:28 PM	 Cause tbh 
0 12/05/2023 12:28:33 PM	 I had No idea
0 12/05/2023 12:28:47 PM	 Cause I thought they were so big so they can’t jump
1 12/05/2023 12:28:53 PM	 yeah duh 
0 12/05/2023 12:28:59 PM	 Are u fr
1 12/05/2023 12:29:04 PM	 they’re like deer and deer can jump like a lot 
1 12/05/2023 12:29:14 PM	 so it’s obvious they’d be able to jump as well
0 12/05/2023 12:29:14 PM	 WHY DID I NOT KNOW THIS
0 12/05/2023 12:29:21 PM	 Ok anyway
0 12/05/2023 12:29:25 PM	 Did I tell u about 
0 12/05/2023 12:29:53 PM	 THEY DONT HAVE MOOSES WHERE I KIVR ?…. RETSRD
0 12/05/2023 12:30:00 PM	 Umm I don’t know
0 12/05/2023 12:30:04 PM	 Yes 
0 12/05/2023 12:30:07 PM	 Hopefully 
1 12/05/2023 12:30:22 PM	 do you think your classmates missed you
0 12/05/2023 12:30:31 PM	 But anyway there’s this couple y my school and the guy is white and the girl is from turkey I think 
0 12/05/2023 12:30:38 PM	 And then
1 12/05/2023 12:30:40 PM	 ok
0 12/05/2023 12:30:46 PM	 Basically 
0 12/05/2023 12:30:47 PM	 They told me
0 12/05/2023 12:30:52 PM	 They were together
0 12/05/2023 12:31:02 PM	 But they live in the same house and everything because he’s dopted 
0 12/05/2023 12:31:07 PM	 And he doesn’t know hi real parents
0 12/05/2023 12:31:24 PM	 AND I JUST STOOD THERE WITJ MH JAW WIDE OPEN THE WHOLE GIME THEY WERE TALKING CAUSE WHAT
0 12/05/2023 12:31:40 PM	 Like is this normal for u to be dating your adopted sibling
0 12/05/2023 12:32:01 PM	 AND FJEN THEY STARTEF MAKEING IUT LIKE WHAT THEY JUST TOLD ME WAS NORMAL
0 12/05/2023 12:32:14 PM	 Am I crazy or is this absolutely strange
1 12/05/2023 12:32:57 PM	 😭😭
1 12/05/2023 12:33:03 PM	 yeah it’s weird 
1 12/05/2023 12:33:24 PM	 i feel like you’ve already told me about this
0 12/05/2023 12:40:36 PM	 ….let me not say what I wanna say
0 12/05/2023 12:40:50 PM	 I don’t eelember 
1 12/05/2023 12:47:35 PM	 what are you gonna say???
1 12/05/2023 12:47:48 PM	 alzheimer’s ❤️
1 12/05/2023 12:48:30 PM	 what’s funny 
0 12/05/2023 12:50:25 PM	 Shut up u fat bitch
1 12/05/2023 12:51:14 PM	 anyways 
1 12/05/2023 12:53:59 PM	 what are your plans for tomorrow
1 12/05/2023 12:54:05 PM	 stupid whore 
0 12/05/2023 12:54:12 PM	 😂😂
0 12/05/2023 12:54:16 PM	 😂😂😂
0 12/05/2023 12:54:29 PM	 LMFAOOOO BLESS YOUR HESRT
1 12/05/2023 12:54:34 PM	 ??
0 12/05/2023 12:54:51 PM	 U want me to tell u the truth……?😂
1 12/05/2023 12:55:33 PM	 yeah why would i care 💀
0 12/05/2023 12:56:33 PM	 BE FOR REAL
0 12/05/2023 12:56:39 PM	 YOU CARE SO MUCH
0 12/05/2023 12:56:42 PM	 DONT EVEN
1 12/05/2023 12:56:50 PM	 i literally could not care less bitcjsss nigga 
1 12/05/2023 13:20:07 PM	 anyways 
0 12/05/2023 13:20:11 PM	 K idc
0 12/05/2023 13:20:12 PM	 Anyways
0 12/05/2023 13:20:16 PM	 What do u wanna do
1 12/05/2023 13:20:25 PM	 she didn’t just say that 😹
1 12/05/2023 13:20:32 PM	 idk
0 12/05/2023 13:20:36 PM	 😂 Oh yes I did
0 12/05/2023 13:20:40 PM	 Are u gonna do something about it
0 12/05/2023 13:20:42 PM	 I didn’t think so
1 12/05/2023 13:21:07 PM	 i could but i’m trying to be a better person <3
0 12/05/2023 13:21:14 PM	 ???😂😂
0 12/05/2023 13:21:18 PM	 Who r u threatening
0 12/05/2023 13:21:21 PM	 WHO?
1 12/05/2023 12:56:53 PM	 🆖
0 12/05/2023 12:57:03 PM	 Ok we’ll see about that😭😭😭😭😭😭😭😭😭😭😭😭😭😭
0 12/05/2023 12:57:11 PM	 #embarrassing
1 12/05/2023 12:57:16 PM	 ????
1 12/05/2023 12:57:25 PM	 are you gonna tell me or are you gonna keep edging me 
1 12/05/2023 12:58:25 PM	 helllo?
0 12/05/2023 12:58:44 PM	 You’ll find out when it happens hoe????
1 12/05/2023 12:58:57 PM	 when what happens 
1 12/05/2023 13:00:46 PM	 why do you keep acting like i actually care 😭💀
0 12/05/2023 13:02:15 PM	 Umm
1 12/05/2023 13:02:22 PM	 what
0 12/05/2023 13:02:26 PM	 Okay whatever u say
0 12/05/2023 13:02:36 PM	 Anyway
0 12/05/2023 13:02:40 PM	 😂😆
1 12/05/2023 13:02:49 PM	 WHATS FUNNY NIGGS 
0 12/05/2023 13:03:05 PM	 WHATS NOT FUNNY ATP😂😂😂😂😂😂😂😂😂😂DRUPID BITCH
1 12/05/2023 13:03:18 PM	 u sure you took your meds today?
0 12/05/2023 13:03:46 PM	 …………….
0 12/05/2023 13:03:51 PM	 don’t piss me off…
0 12/05/2023 13:04:02 PM	 BEFORE I DO SOMETHING I KNOWWWW YOU NOT GONNA LIKE😂😂😂
0 12/05/2023 13:04:13 PM	 TRUST SND BELIEVE I WILL
1 12/05/2023 13:04:19 PM	 you’re so easy to anger it’s funny…
1 12/05/2023 13:04:36 PM	 as long as you don’t leak any ss i could not care less 💀
1 12/05/2023 13:04:47 PM	 stop acting like you have any kind of control over me 😭😭🙏🙏
0 12/05/2023 13:04:55 PM	 ……😂
0 12/05/2023 13:05:04 PM	 ITS WUITE FUNNY YOU SAY THAT
1 12/05/2023 13:05:04 PM	 ??
0 12/05/2023 13:05:07 PM	 QUITE FRANKLY
0 12/05/2023 13:05:12 PM	 AS A MATTER OF FACT
0 12/05/2023 13:05:20 PM	 YES TJE FUCK I DO😭😂😂😂😂✌️✌️✌️✌️
1 12/05/2023 13:05:31 PM	 ?? 😹😹😹😹😹😹😹😹😹😹😹
1 12/05/2023 13:05:40 PM	 sure keep telling yourself that nigga 
0 12/05/2023 13:05:50 PM	 Mateo
1 12/05/2023 13:05:57 PM	 Adri 
0 12/05/2023 13:06:01 PM	 WHO THE FUCK YOU USING THAT WORD WITH
0 12/05/2023 13:06:04 PM	 LIKE SOME FUNNY ?
0 12/05/2023 13:06:06 PM	 SHIT AINT SWEET
1 12/05/2023 13:06:23 PM	 reminded me our early days with chinese dog ❤️
0 12/05/2023 13:06:33 PM	 SO EXTERMINATE GJST WORD OUR IF CONVERSATIONS WHEN UR SOESKING TO ME????
0 12/05/2023 13:06:37 PM	 CAUSE WJO DO U TJINK U ARE
0 12/05/2023 13:06:49 PM	 LIKE I WONT GO **** ** ***😂😂😂😂
1 12/05/2023 13:07:01 PM	 huh?
0 12/05/2023 13:07:05 PM	 Fuck that damn Chinese dog
1 12/05/2023 13:07:08 PM	 in english 
0 12/05/2023 13:07:22 PM	 😂😂😂Oh I would but u ain’t gonna like it
0 12/05/2023 13:07:31 PM	 LMFKAOAAOSOAOSOAOSOSOAOS IM TEWWWW EXCITED
1 12/05/2023 13:07:40 PM	 that’s how i know you actually have nothing to say 😭😹😹
0 12/05/2023 13:07:49 PM	 😂😂😂
0 12/05/2023 13:07:55 PM	 Whose gonna tell him
1 12/05/2023 13:07:55 PM	 say it no balls 
0 12/05/2023 13:08:08 PM	 Ok mateo don’t piss me off today
1 12/05/2023 13:08:19 PM	 you’re tje one who started…?
1 12/05/2023 13:08:28 PM	 you should be the one apologizing to me 😭😹
0 12/05/2023 13:08:30 PM	 OKAY CAUSE YOU FUCKING PROVOKING ME
0 12/05/2023 13:08:52 PM	 IM NOT GONNA SIT HERE SND TAKE TJE DISRESPECT LIKE A DOG?
1 12/05/2023 13:08:59 PM	 cus your temper is the only thing shorter than your height 😳😳
0 12/05/2023 13:09:07 PM	 ……………..
0 12/05/2023 13:09:09 PM	 why he…
0 12/05/2023 13:09:11 PM	 lowkey…
0 12/05/2023 13:09:17 PM	 BITCH LMFAO SHUTHE FUCK YP
0 12/05/2023 13:09:24 PM	 LMFAOOOOOO
0 12/05/2023 13:09:26 PM	 BE AUIET
0 12/05/2023 13:09:29 PM	 DONT TALK TO ME. 
1 12/05/2023 13:09:36 PM	 literally a chihuahua 😭😭😭🙏🙏🙏🙏
0 12/05/2023 13:09:51 PM	 And u a silver back gorilla so where do we go from here
1 12/05/2023 13:10:22 PM	 i still think its funny how you think i would care in the slightest if you go out and **** ****** ** *** **** 
1 12/05/2023 13:10:28 PM	 like what gave you that impression 😹😹
0 12/05/2023 13:10:30 PM	 And what?….😂😂😂
0 12/05/2023 13:10:43 PM	 Say it in english I dare u😂😂😂😂😂
1 12/05/2023 13:10:44 PM	 figure it out ✌️
0 12/05/2023 13:10:45 PM	 U won’t😂😂😂
0 12/05/2023 13:10:58 PM	 Just a p**** a** b**** like always
1 12/05/2023 13:11:15 PM	 p****?
1 12/05/2023 13:11:26 PM	 oh
0 12/05/2023 13:11:29 PM	 I DONT KNOW WHAT THE FUCK U GALKING ABOUT 
0 12/05/2023 13:11:37 PM	 MAYBE SPECIFY ?…..
1 12/05/2023 13:11:50 PM	 how’s that my problem again? 💀
0 12/05/2023 13:11:55 PM	 Ok
0 12/05/2023 13:11:58 PM	 Ok u wanna fucking play. 
1 12/05/2023 13:12:05 PM	 awwe she’s angry 
1 12/05/2023 13:12:10 PM	 😭😭🙏
0 12/05/2023 13:12:15 PM	 looks to the side
0 12/05/2023 13:12:18 PM	 don’t………
0 12/05/2023 13:13:14 PM	 LMFSOOOOOO IM TEW EXCITED
1 12/05/2023 13:13:26 PM	 good for you!! 😄😄
0 12/05/2023 13:13:27 PM	 I know just what ima do😂😂😂😂😂since u wanna act FUNNY
1 12/05/2023 13:13:30 PM	 what
0 12/05/2023 13:13:33 PM	 SINCE YOU WANNA TALK LOUD
0 12/05/2023 13:13:40 PM	 YOYLL SEE😂😂😂😂😂😂
1 12/05/2023 13:13:42 PM	 she won’t do shit 😭😭😭🙏🙏🙏🙏
0 12/05/2023 13:14:17 PM	 Ok just wait until tonight😂😭✌️
1 12/05/2023 13:15:12 PM	 anyways….
0 12/05/2023 13:15:34 PM	 anyway😂
1 12/05/2023 13:16:40 PM	 guess what 
0 12/05/2023 13:16:45 PM	 What
1 12/05/2023 13:17:38 PM	 actually never mind you’re gonna make fun of me if i tell you
0 12/05/2023 13:17:43 PM	 No I won’t
0 12/05/2023 13:17:45 PM	 Just say it
1 12/05/2023 13:17:46 PM	 wanna do something 
1 12/05/2023 13:17:52 PM	 m bored 
0 12/05/2023 13:17:54 PM	 Is it the thing u we’re gonna say
1 12/05/2023 13:18:07 PM	 no
0 12/05/2023 13:18:14 PM	 Then I don’t wanna
0 12/05/2023 13:18:24 PM	 We can do whatever u want after u tell me
1 12/05/2023 13:18:39 PM	 what’s with the attitude 
0 12/05/2023 13:18:49 PM	 ?😂
0 12/05/2023 13:18:51 PM	 Here we go
1 12/05/2023 13:18:58 PM	 😒
1 12/05/2023 13:19:23 PM	 Error
0 12/05/2023 13:19:37 PM	 LMFAOOOOO
0 12/05/2023 13:19:46 PM	 Go get them height boosters baby u need em….
1 12/05/2023 13:19:55 PM	 ?????
1 12/05/2023 13:20:04 PM	 it’s not that retard 
0 12/05/2023 13:21:29 PM	 NOT ME!
1 12/05/2023 13:21:35 PM	 😳😳😳
1 12/05/2023 13:21:50 PM	 what are you gonna do about it 
0 12/05/2023 13:21:55 PM	 😂😂😂
0 12/05/2023 13:21:59 PM	 Any fucking ways
0 12/05/2023 13:22:03 PM	 Im bored
0 12/05/2023 13:22:06 PM	 U wanna do something
1 12/05/2023 13:22:08 PM	 m2
1 12/05/2023 13:22:10 PM	 yeah 
1 12/05/2023 13:22:13 PM	 what CAN we do
0 12/05/2023 13:22:17 PM	 MATEO SHUT THE FUC YUP STOP MAKING ME MAD
1 12/05/2023 13:22:19 PM	 i think we’ve done everything 
0 12/05/2023 13:22:41 PM	 I have to pee
0 12/05/2023 13:22:46 PM	 ……….
1 12/05/2023 13:22:47 PM	 good luck 
0 12/05/2023 13:22:52 PM	 K
0 12/05/2023 13:22:55 PM	 K
1 12/05/2023 13:22:56 PM	 ????
0 12/05/2023 13:22:57 PM	 K
1 12/05/2023 13:22:59 PM	 ok stop 
0 12/05/2023 13:23:09 PM	 Fucking faggot
1 12/05/2023 13:23:28 PM	 aren’t you the one who said she wanted to be a lesbian?????
1 12/05/2023 13:23:39 PM	 you’re the only fag here 😹😹😭
0 12/05/2023 13:24:47 PM	 Don’t be jealous 😭😭😭😭😭😭😂😂😂🖕🖕
1 12/05/2023 13:25:13 PM	 💀💀💀💀 there she goes making everything about her again 
1 12/05/2023 13:25:33 PM	 i promise you not a single man in this world is jealous of your crusty ass 😹😭
0 12/05/2023 13:26:47 PM	 U would be surprised baby😂😂😂😂….
0 12/05/2023 13:26:53 PM	 Any fucking way
0 12/05/2023 13:27:00 PM	 Stop being a b****
1 12/05/2023 13:30:39 PM	 oh so you’re saying you’re a whore… alright 
1 12/05/2023 13:30:43 PM	 erm
1 12/05/2023 13:30:49 PM	 how am i being a bitch??
1 12/05/2023 13:31:45 PM	 Adri.
0 12/05/2023 13:31:51 PM	 ?
0 12/05/2023 13:32:00 PM	 DONT PISS ME OFF WITH THAT WORD
0 12/05/2023 13:32:10 PM	 YOU HONNA GET BLOCKED JUDT WATCH
1 12/05/2023 13:32:19 PM	 🙄🙄🙄
1 12/05/2023 13:32:54 PM	 oh Adri 
1 12/05/2023 13:32:57 PM	 i have an idea 
0 12/05/2023 13:35:16 PM	 What
0 12/05/2023 13:36:26 PM	 WHAT
0 12/05/2023 13:36:39 PM	 Answer before i ***** ** ***😂
1 12/05/2023 13:36:41 PM	 sorry i was talking to my dorm 
1 12/05/2023 13:36:48 PM	 before you what?
0 12/05/2023 13:36:51 PM	 K what’s ur idea 
1 12/05/2023 13:37:00 PM	 can we do those charts 
0 12/05/2023 13:37:03 PM	 Which
1 12/05/2023 13:37:09 PM	 any of them 
0 12/05/2023 13:37:14 PM	 ??????
0 12/05/2023 13:37:18 PM	 WHAT CHARTS
1 12/05/2023 13:37:56 PM	 are you retarded 
0 12/05/2023 13:39:18 PM	 Oh ok let’s do it!
0 12/05/2023 13:39:21 PM	 U send them tho 
1 12/05/2023 13:39:25 PM	 i don’t have any
0 12/05/2023 13:39:46 PM	 Ok I don’t either…
0 12/05/2023 13:39:49 PM	 So find some
1 12/05/2023 13:39:55 PM	 ok so find some 
0 12/05/2023 13:40:02 PM	 ?😂
0 12/05/2023 13:40:10 PM	 Don’t…….
1 12/05/2023 13:40:37 PM	 omg 😭😭😭🙏 it’s so darn cute when she tries to be threatening 
0 12/05/2023 13:40:44 PM	 SHUR UP MATEO
1 12/05/2023 13:40:52 PM	 IT IS THO 
0 12/05/2023 13:42:01 PM	 K😂😂😂😂😂👯‍♀️🖕🖕🖕🖕🖕
0 12/05/2023 13:42:06 PM	 FIKD THE DAMN CHARTS
1 12/05/2023 13:42:16 PM	 ok wait…
1 12/05/2023 13:42:38 PM	 afri 
1 12/05/2023 13:42:43 PM	 what do i even search for 
0 12/05/2023 13:42:55 PM	 Figure it out
0 12/05/2023 13:42:59 PM	 You’re grown 
1 12/05/2023 13:43:01 PM	 faggot 
1 12/05/2023 13:43:03 PM	 kys 
0 12/05/2023 13:43:07 PM	 😂
0 12/05/2023 13:43:09 PM	 Ok
1 12/05/2023 13:43:11 PM	 i hope you get *****
0 12/05/2023 13:43:24 PM	 Um
0 12/05/2023 13:43:26 PM	 ?
0 12/05/2023 13:43:35 PM	 Excuse me 
1 12/05/2023 13:43:36 PM	 figure it out 😹
0 12/05/2023 13:43:42 PM	 K😂😂😂😂
1 12/05/2023 13:45:04 PM	 ok i found one 
1 12/05/2023 13:45:10 PM	 go to instagram 
1 12/05/2023 18:02:34 PM	 did your plane land already
0 12/05/2023 18:02:57 PM	 Yes mateo
1 12/05/2023 18:03:45 PM	 oh nice to hear 
1 12/05/2023 18:03:52 PM	 i’m gonna go to sleep text me tomorrow
0 12/05/2023 18:04:11 PM	 Okay good night I’ll text you when I wake up 
1 12/05/2023 22:09:42 PM	 Adri
1 12/05/2023 22:09:47 PM	 how old are you?
1 12/05/2023 22:09:52 PM	 hello????
1 12/05/2023 22:10:09 PM	 ADRI 
1 12/05/2023 22:21:43 PM	 how much have you been lying to me about??
1 12/05/2023 22:22:11 PM	 holy shit i thought i could actually trust you
1 12/05/2023 22:22:33 PM	 oh i guess your must be busy ******* that guy rn 😭😹😹😹😹
1 12/05/2023 22:23:26 PM	 i swear to god 
1 12/05/2023 22:25:07 PM	 you bitch 
1 12/05/2023 22:44:05 PM	 what the hell is wrong with you
1 12/05/2023 22:44:23 PM	 i really really really thought i could trust you
1 12/05/2023 22:45:35 PM	 i don’t know why i ever believed a single word that came out of your mouth 
1 12/05/2023 22:45:40 PM	 man i’m gullible 
1 12/05/2023 22:48:18 PM	 i actually can’t believe i put a single shred of trust in you
1 12/05/2023 22:50:25 PM	 i feel bad for di’avion 
1 12/05/2023 22:50:28 PM	 poor fella 
1 12/05/2023 23:31:28 PM	 oh so apparently the niggas dick you’re sucking right now is 20…
0 12/05/2023 23:32:15 PM	 ………
0 12/05/2023 23:32:43 PM	 ???ahats gling in
0 12/05/2023 23:34:56 PM	 I can’t do this right now bye I’m gonna text you later 
1 12/05/2023 23:40:34 PM	 😭✌️ you must be busy ***** that ***** **** right now whore
0 12/06/2023 00:23:37 AM	 Hibnatwo
0 12/06/2023 00:23:40 AM	 Whats up
0 12/06/2023 00:23:58 AM	 Can u answer or im gonna have to go again sorry
1 12/06/2023 00:24:42 AM	 how old are you
0 12/06/2023 00:24:52 AM	 What
0 12/06/2023 00:24:55 AM	 ????????
1 12/06/2023 00:24:56 AM	 ???
1 12/06/2023 00:25:00 AM	 what’s confusing 
0 12/06/2023 00:25:04 AM	 Seventeen
